"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Cyprus","Production","2004","tonnes","27239.00",""
"Cyprus","Production","2003","tonnes","38500.00",""
"Cyprus","Production","2002","tonnes","24000.00",""
"Cyprus","Production","2001","tonnes","50300.00",""
"Cyprus","Production","2000","tonnes","57000.00",""
"Cyprus","Production","1999","tonnes","55500.00",""
"Cyprus","Production","1998","tonnes","71000.00",""
"Cyprus","Production","1997","tonnes","53400.00",""
"Cyprus","Production","1996","tonnes","55900.00",""
"Cyprus","Production","1995","tonnes","55500.00",""
"Cyprus","Production","1994","tonnes","48500.00",""
"Cyprus","Production","1993","tonnes","85000.00",""
"Cyprus","Production","1992","tonnes","64500.00",""
"Cyprus","Production","1991","tonnes","41500.00",""
"Cyprus","Production","1990","tonnes","60000.00",""
"Cyprus","Production","1989","tonnes","93600.00",""
"Cyprus","Production","1988","tonnes","85000.00",""
"Cyprus","Production","1987","tonnes","72000.00",""
"Cyprus","Production","1986","tonnes","66500.00",""
"Cyprus","Production","1985","tonnes","38700.00",""
"Cyprus","Production","1984","tonnes","44200.00",""
"Cyprus","Production","1983","tonnes","45000.00",""
"Cyprus","Production","1982","tonnes","48300.00",""
"Cyprus","Production","1981","tonnes","41600.00",""
"Cyprus","Production","1980","tonnes","60000.00",""
"Cyprus","Production","1979","tonnes","59400.00",""
"Cyprus","Production","1978","tonnes","56500.00",""
"Cyprus","Production","1977","tonnes","45957.00",""
"Cyprus","Production","1976","tonnes","47342.00",""
"Cyprus","Production","1975","tonnes","49197.00",""
"Cyprus","Production","1974","tonnes","57506.00",""
"Cyprus","Production","1973","tonnes","30816.00",""
"Cyprus","Production","1972","tonnes","51483.00",""
"Cyprus","Production","1971","tonnes","49460.00",""
"Cyprus","Production","1970","tonnes","39868.00",""
"Cyprus","Production","1969","tonnes","44641.00",""
"Cyprus","Production","1968","tonnes","43596.00",""
"Cyprus","Production","1967","tonnes","41868.00",""
"Cyprus","Production","1966","tonnes","35440.00",""
"Cyprus","Production","1965","tonnes","30726.00",""
"Cyprus","Production","1964","tonnes","23412.00",""
"Cyprus","Production","1963","tonnes","13861.00",""
"Cyprus","Production","1962","tonnes","32117.00",""
"Cyprus","Production","1961","tonnes","33567.00",""
"Czechia","Production","2019","tonnes","68000.00",""
"Czechia","Production","2018","tonnes","64500.00",""
"Czechia","Production","2017","tonnes","63100.00",""
"Czechia","Production","2016","tonnes","81900.00",""
"Czechia","Production","2015","tonnes","53600.00",""
"Czechia","Production","2014","tonnes","52000.00","F"
"Czechia","Production","2013","tonnes","48700.00",""
"Czechia","Production","2012","tonnes","54600.00",""
"Czechia","Production","2011","tonnes","45800.00",""
"Czechia","Production","2010","tonnes","46276.00",""
"Czechia","Production","2009","tonnes","47995.00",""
"Czechia","Production","2008","tonnes","49725.00",""
"Czechia","Production","2007","tonnes","59819.00",""
"Czechia","Production","2006","tonnes","65561.00",""
"Czechia","Production","2005","tonnes","55000.00",""
"Czechia","Production","2004","tonnes","56000.00",""
"Czechia","Production","2003","tonnes","73978.00",""
"Czechia","Production","2002","tonnes","68029.00",""
"Czechia","Production","2001","tonnes","60516.00",""
"Czechia","Production","2000","tonnes","53815.00",""
"Czechia","Production","1999","tonnes","56279.00",""
"Czechia","Production","1998","tonnes","56047.00",""
"Czechia","Production","1997","tonnes","40500.00",""
"Czechia","Production","1996","tonnes","51561.00",""
"Czechia","Production","1995","tonnes","45922.00",""
"Czechia","Production","1994","tonnes","49679.00",""
"Czechia","Production","1993","tonnes","45490.00",""
"Czechoslovakia","Production","1992","tonnes","134000.00",""
"Czechoslovakia","Production","1991","tonnes","155000.00",""
"Czechoslovakia","Production","1990","tonnes","142135.00",""
"Czechoslovakia","Production","1989","tonnes","139164.00",""
"Czechoslovakia","Production","1988","tonnes","142236.00",""
"Czechoslovakia","Production","1987","tonnes","73600.00",""
"Czechoslovakia","Production","1986","tonnes","140291.00",""
"Czechoslovakia","Production","1985","tonnes","18100.00",""
"Czechoslovakia","Production","1984","tonnes","156309.00",""
"Czechoslovakia","Production","1983","tonnes","137761.00",""
"Czechoslovakia","Production","1982","tonnes","130345.00",""
"Czechoslovakia","Production","1981","tonnes","142304.00",""
"Czechoslovakia","Production","1980","tonnes","142082.00",""
"Czechoslovakia","Production","1979","tonnes","131710.00",""
"Czechoslovakia","Production","1978","tonnes","141705.00",""
"Czechoslovakia","Production","1977","tonnes","138640.00",""
"Czechoslovakia","Production","1976","tonnes","132458.00",""
"Czechoslovakia","Production","1975","tonnes","123770.00",""
"Czechoslovakia","Production","1974","tonnes","115110.00",""
"Czechoslovakia","Production","1973","tonnes","111537.00",""
"Czechoslovakia","Production","1972","tonnes","108977.00",""
"Czechoslovakia","Production","1971","tonnes","102500.00",""
"Czechoslovakia","Production","1970","tonnes","99100.00",""
"Czechoslovakia","Production","1969","tonnes","98700.00",""
"Czechoslovakia","Production","1968","tonnes","82500.00",""
"Czechoslovakia","Production","1967","tonnes","74600.00",""
"Czechoslovakia","Production","1966","tonnes","72600.00",""
"Czechoslovakia","Production","1965","tonnes","69900.00",""
"Czechoslovakia","Production","1964","tonnes","58900.00",""
"Czechoslovakia","Production","1963","tonnes","44800.00",""
"Czechoslovakia","Production","1962","tonnes","31700.00","F"
"Czechoslovakia","Production","1961","tonnes","33000.00","F"
"Eastern Africa","Production","2019","tonnes","14135.00","A"
"Eastern Africa","Production","2018","tonnes","14180.00","A"
"Eastern Africa","Production","2017","tonnes","14731.00","A"
"Eastern Africa","Production","2016","tonnes","10683.00","A"
"Eastern Africa","Production","2015","tonnes","10849.00","A"
"Eastern Africa","Production","2014","tonnes","10362.00","A"
"Eastern Africa","Production","2013","tonnes","11021.00","A"
"Eastern Africa","Production","2012","tonnes","11071.00","A"
"Eastern Africa","Production","2011","tonnes","10867.00","A"
"Eastern Africa","Production","2010","tonnes","10964.00","A"
"Eastern Africa","Production","2009","tonnes","11659.00","A"
"Eastern Africa","Production","2008","tonnes","10659.00","A"
"Eastern Africa","Production","2007","tonnes","12170.00","A"
"Eastern Africa","Production","2006","tonnes","10959.00","A"
"Eastern Africa","Production","2005","tonnes","11334.00","A"
"Eastern Africa","Production","2004","tonnes","10783.00","A"
"Eastern Africa","Production","2003","tonnes","10621.00","A"
"Eastern Africa","Production","2002","tonnes","10466.00","A"
"Eastern Africa","Production","2001","tonnes","10398.00","A"
"Eastern Africa","Production","2000","tonnes","10160.00","A"
"Eastern Africa","Production","1999","tonnes","9756.00","A"
"Eastern Africa","Production","1998","tonnes","9713.00","A"
"Eastern Africa","Production","1997","tonnes","8948.00","A"
"Eastern Africa","Production","1996","tonnes","8582.00","A"
"Eastern Africa","Production","1995","tonnes","8585.00","A"
"Eastern Africa","Production","1994","tonnes","8103.00","A"
"Eastern Africa","Production","1993","tonnes","8254.00","A"
"Eastern Africa","Production","1992","tonnes","8122.00","A"
"Eastern Africa","Production","1991","tonnes","8076.00","A"
"Eastern Africa","Production","1990","tonnes","8052.00","A"
"Eastern Africa","Production","1989","tonnes","10507.00","A"
"Eastern Africa","Production","1988","tonnes","10080.00","A"
"Eastern Africa","Production","1987","tonnes","9848.00","A"
"Eastern Africa","Production","1986","tonnes","9745.00","A"
"Eastern Africa","Production","1985","tonnes","9827.00","A"
"Eastern Africa","Production","1984","tonnes","9868.00","A"
"Eastern Africa","Production","1983","tonnes","9113.00","A"
"Eastern Africa","Production","1982","tonnes","8607.00","A"
"Eastern Africa","Production","1981","tonnes","8384.00","A"
"Eastern Africa","Production","1980","tonnes","8422.00","A"
"Eastern Africa","Production","1979","tonnes","7502.00","A"
"Eastern Africa","Production","1978","tonnes","10404.00","A"
"Eastern Africa","Production","1977","tonnes","10729.00","A"
"Eastern Africa","Production","1976","tonnes","9401.00","A"
"Eastern Africa","Production","1975","tonnes","8102.00","A"
"Eastern Africa","Production","1974","tonnes","2705.00","A"
"Eastern Africa","Production","1973","tonnes","2492.00","A"
"Eastern Africa","Production","1972","tonnes","2524.00","A"
"Eastern Africa","Production","1971","tonnes","2429.00","A"
"Eastern Africa","Production","1970","tonnes","2416.00","A"
"Eastern Africa","Production","1969","tonnes","2574.00","A"
"Eastern Africa","Production","1968","tonnes","1723.00","A"
"Eastern Africa","Production","1967","tonnes","1523.00","A"
"Eastern Africa","Production","1966","tonnes","1445.00","A"
"Eastern Africa","Production","1965","tonnes","1410.00","A"
"Eastern Africa","Production","1964","tonnes","1260.00","A"
"Eastern Africa","Production","1963","tonnes","1260.00","A"
"Eastern Africa","Production","1962","tonnes","1160.00","A"
"Eastern Africa","Production","1961","tonnes","1120.00","A"
"Eastern Asia","Production","2019","tonnes","2148799.00","A"
"Eastern Asia","Production","2018","tonnes","2065658.00","A"
"Eastern Asia","Production","2017","tonnes","1978067.00","A"
"Eastern Asia","Production","2016","tonnes","1924328.00","A"
"Eastern Asia","Production","2015","tonnes","1992291.00","A"
"Eastern Asia","Production","2014","tonnes","1807116.00","A"
"Eastern Asia","Production","2013","tonnes","1780000.00","A"
"Eastern Asia","Production","2012","tonnes","1730000.00","A"
"Eastern Asia","Production","2011","tonnes","1679000.00","A"
"Eastern Asia","Production","2010","tonnes","1675000.00","A"
"Eastern Asia","Production","2009","tonnes","1623000.00","A"
"Eastern Asia","Production","2008","tonnes","1566000.00","A"
"Eastern Asia","Production","2007","tonnes","1513000.00","A"
"Eastern Asia","Production","2006","tonnes","1489960.00","A"
"Eastern Asia","Production","2005","tonnes","1445511.00","A"
"Eastern Asia","Production","2004","tonnes","1393819.00","A"
"Eastern Asia","Production","2003","tonnes","1293840.00","A"
"Eastern Asia","Production","2002","tonnes","1230990.00","A"
"Eastern Asia","Production","2001","tonnes","1190510.00","A"
"Eastern Asia","Production","2000","tonnes","1147400.00","A"
"Eastern Asia","Production","1999","tonnes","1126372.00","A"
"Eastern Asia","Production","1998","tonnes","1180444.00","A"
"Eastern Asia","Production","1997","tonnes","993400.00","A"
"Eastern Asia","Production","1996","tonnes","817513.00","A"
"Eastern Asia","Production","1995","tonnes","765210.00","A"
"Eastern Asia","Production","1994","tonnes","672050.00","A"
"Eastern Asia","Production","1993","tonnes","551020.00","A"
"Eastern Asia","Production","1992","tonnes","500315.00","A"
"Eastern Asia","Production","1991","tonnes","356944.00","A"
"Eastern Asia","Production","1990","tonnes","312283.00","A"
"Eastern Asia","Production","1989","tonnes","327410.00","A"
"Eastern Asia","Production","1988","tonnes","369940.00","A"
"Eastern Asia","Production","1987","tonnes","331730.00","A"
"Eastern Asia","Production","1986","tonnes","297580.00","A"
"Eastern Asia","Production","1985","tonnes","284420.00","A"
"Eastern Asia","Production","1984","tonnes","205070.00","A"
"Eastern Asia","Production","1983","tonnes","187890.00","A"
"Eastern Asia","Production","1982","tonnes","177220.00","A"
"Eastern Asia","Production","1981","tonnes","154270.00","A"
"Eastern Asia","Production","1980","tonnes","125620.00","A"
"Eastern Asia","Production","1979","tonnes","75250.00","A"
"Eastern Asia","Production","1978","tonnes","71690.00","A"
"Eastern Asia","Production","1977","tonnes","38060.00","A"
"Eastern Asia","Production","1976","tonnes","35000.00","A"
"Eastern Asia","Production","1975","tonnes","30000.00","A"
"Eastern Asia","Production","1974","tonnes","25000.00","A"
"Eastern Asia","Production","1973","tonnes","21800.00","A"
"Eastern Asia","Production","1972","tonnes","17400.00","A"
"Eastern Asia","Production","1971","tonnes","15600.00","A"
"Eastern Asia","Production","1970","tonnes","15200.00","A"
"Eastern Asia","Production","1969","tonnes","16920.00","A"
"Eastern Asia","Production","1968","tonnes","22560.00","A"
"Eastern Asia","Production","1967","tonnes","19414.00","A"
"Eastern Asia","Production","1966","tonnes","10291.00","A"
"Eastern Asia","Production","1965","tonnes","10084.00","A"
"Eastern Asia","Production","1964","tonnes","6491.00","A"
"Eastern Asia","Production","1963","tonnes","13300.00","A"
"Eastern Asia","Production","1962","tonnes","13700.00","A"
